নাম/পদবী,সম্ভাব্য ধর্ম
সন্তোসী,হিন্দু
সিদ্দীকী,মুসলমান
চন্দ্রকর,হিন্দু
কৃষ্ণদাস,হিন্দু
আক্তারবানু,মুসলমান
ছাবিনুর,মুসলমান-দুর্বল
আক্তারেন্নেছা,মুসলমান
আক্তারুন্নেছা,মুসলমান
মায়ারাণী,হিন্দু
জয়গোন,হিন্দু
প্রেমনাথ,হিন্দু
তেজারুল,মুসলমান-দুর্বল
তাকিরুন্নেছা,মুসলমান
আনিজুল,মুসলমান
খায়তুন,মুসলমান
জুলাইখা,মুসলমান
আবিতুন,মুসলমান
আফিরুন্নেছা,মুসলমান
জহুরুন্নেছা,মুসলমান
মেহেরবানু,মুসলমান
গোলাতুন,মুসলমান
শামছুন্নেহার,মুসলমান
ছবিতুন,মুসলমান
ফজলীতুন,মুসলমান
সমিরুল,মুসলমান-দুর্বল
তানবীর,মুসলমান
ছামছুনাহার,মুসলমান
শহিদুল্যা,মুসলমান
রহিমুননেছা,মুসলমান
তাজিরুল,মুসলমান-দুর্বল
ফজলিতুন,মুসলমান
জয়রুন,মুসলমান
নুরুনেহার,মুসলমান
আয়তননেছা,মুসলমান
জজমিয়া,মুসলমান-দুর্বল
রোশনআরা,মুসলমান
আনেয়ারা,মুসলমান-দুর্বল
ফালাতুন,মুসলমান
চন্দ্রমালা,হিন্দু
হরীদাসী,হিন্দু
হাছিনুর,মুসলমান-দুর্বল
সন্তস,খ্রিস্টান
হায়তুন,মুসলমান
আফেন্দী,মুসলমান
রামদেব,হিন্দু
সবিয়া,মুসলমান-দুর্বল
আছানুল্লা,মুসলমান
সনজীবন,হিন্দু
হোচেন,আদিবাসী
দেবু,হিন্দু
ওবাইদুর,মুসলমান
বদরুন্নেসা,মুসলমান
ছবুরজান,মুসলমান-দুর্বল
জয়লক্ষী,হিন্দু
স্বর্নমত,হিন্দু
সন্যাসি,হিন্দু
সেরজাহান,মুসলমান
আবুকালাম,মুসলমান
আফ্রজা,মুসলমান
হায়াতুন্নেছা,মুসলমান
বেয়া,মুসলমান
সায়েদুল,মুসলমান-দুর্বল
তোফাজ্জুল,মুসলমান
লালবুরু,মুসলমান-দুর্বল
বালাতন,হিন্দু
মনুমিয়া,মুসলমান-দুর্বল
স্বর্নমালা,হিন্দু
ওহেদুল,মুসলমান-দুর্বল
ঙ্গরুদাসি,হিন্দু
নুরহোসেন,মুসলমান
এমাদুল,মুসলমান-দুর্বল
আলোনুর,মুসলমান-দুর্বল
শহীদুল্লা,মুসলমান
নেহারু,মুসলমান
ব্রজোবালা,হিন্দু
বুচিং,আদিবাসী
উলাওয়েন,আদিবাসী
অংছান,আদিবাসী
মংলাচিন,আদিবাসী
অংওয়েন,আদিবাসী
মংহান,আদিবাসী
মাহানচিং,আদিবাসী
বোচিং,আদিবাসী
মিরন,মুসলমান
চক্রাবর্তী,হিন্দু
স্বরদিনি,হিন্দু
পিওবালা,হিন্দু
নুরমোহাম্মাদ,মুসলমান
জয়নপ,হিন্দু
আকিনুর,মুসলমান-দুর্বল
শহিনুর,মুসলমান-দুর্বল
বিভারানী,হিন্দু
আবুছালেহ,মুসলমান
মানছুয়ারা,মুসলমান-দুর্বল
ময়মুন্নেছা,মুসলমান
জামিয়া,মুসলমান-দুর্বল
সুখরঞ্জন,হিন্দু
ছোকানুর,মুসলমান-দুর্বল
আলতাজ,মুসলমান
চানমং,আদিবাসী
আফ্রুসে,আদিবাসী
বেজেশ্বরী,হিন্দু
থয়মং,আদিবাসী
মামাফ্রু,আদিবাসী
মংবাতেন,আদিবাসী
